Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-399719,"Trafficking of AMPA receptors",12,37,0.002547858421704999,0.7995067354430171,0.9875736862473046,4,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000179841;ENSG00000135679;ENSG00000183020;ENSG00000142408;ENSG00000088367;ENSG00000075461;ENSG00000058404;ENSG00000152578;ENSG00000073969;ENSG00000125675;ENSG00000006116;ENSG00000155974","","R-HSA-416320;R-HSA-421007;R-HSA-416639;R-HSA-416985"
R-HSA-3108214,"SUMOylation of DNA damage response and repair proteins",28,81,0.0055777441123812145,0.8004380463556323,0.9875736862473046,12,24,0.0017875763444063757,9606,Homo sapiens,"ENSG00000111752;ENSG00000078043;ENSG00000163002;ENSG00000102900;ENSG00000095319;ENSG00000163029;ENSG00000107672;ENSG00000128731;ENSG00000110713;ENSG00000153201;ENSG00000108559;ENSG00000125450;ENSG00000067066;ENSG00000113569;ENSG00000047410;ENSG00000137337;ENSG00000196313;ENSG00000136243;ENSG00000118007;ENSG00000085415;ENSG00000124789;ENSG00000030066;ENSG00000139372;ENSG00000272391;ENSG00000185823","","R-HSA-3000348;R-HSA-3000399;R-HSA-5228508;R-HSA-4551648;R-HSA-4568848;R-HSA-3000411;R-HSA-4551724;R-HSA-4570463;R-HSA-3108212;R-HSA-4570553;R-HSA-4570554;R-HSA-4551738"
R-HSA-9013404,"RAC2 GTPase cycle",32,92,0.006335215535050269,0.8041608529633507,0.9875736862473046,7,10,7.448234768359899E-4,9606,Homo sapiens,"ENSG00000134516;ENSG00000023892;ENSG00000135905;ENSG00000175220;ENSG00000136754;ENSG00000079482;ENSG00000088538;ENSG00000165168;ENSG00000139641;ENSG00000101977;ENSG00000134909;ENSG00000102401;ENSG00000145675;ENSG00000128512;ENSG00000147799;ENSG00000183856;ENSG00000124164;ENSG00000150093;ENSG00000075785;ENSG00000139734;ENSG00000112851;ENSG00000028116;ENSG00000038382;ENSG00000173218;ENSG00000139436;ENSG00000165895;ENSG00000117461;ENSG00000176915;ENSG00000135090;ENSG00000160007;ENSG00000141522;ENSG00000140750","","R-HSA-9014296;R-HSA-9014424;R-HSA-9714481;R-HSA-9714477;R-HSA-9014293;R-HSA-9014295;R-HSA-9014294"
R-HSA-1059683,"Interleukin-6 signaling",5,17,0.0011706376532158104,0.8065236596257293,0.9875736862473046,17,20,0.0014896469536719798,9606,Homo sapiens,"ENSG00000168610;ENSG00000134352;ENSG00000179295","","R-HSA-1112690;R-HSA-1112755;R-HSA-1112565;R-HSA-1112727;R-HSA-1112602;R-HSA-1112538;R-HSA-1112604;R-HSA-1067676;R-HSA-1112510;R-HSA-1067646;R-HSA-1112703;R-HSA-1112514;R-HSA-1067651;R-HSA-1112708;R-HSA-1067688;R-HSA-1112587;R-HSA-1067659"
R-HSA-6788467,"IL-6-type cytokine receptor ligand interactions",5,17,0.0011706376532158104,0.8065236596257293,0.9875736862473046,11,14,0.0010427528675703858,9606,Homo sapiens,"ENSG00000145623;ENSG00000164509;ENSG00000242689;ENSG00000134352;ENSG00000113594","","R-HSA-448660;R-HSA-6783556;R-HSA-6783524;R-HSA-5696482;R-HSA-6783681;R-HSA-6783552;R-HSA-6784189;R-HSA-6784204;R-HSA-5696491;R-HSA-6783530;R-HSA-449976"
R-HSA-8853334,"Signaling by FGFR3 fusions in cancer",5,17,0.0011706376532158104,0.8065236596257293,0.9875736862473046,5,9,6.703411291523909E-4,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000133703;ENSG00000145675","","R-HSA-8853316;R-HSA-8853314;R-HSA-8853308;R-HSA-8853307;R-HSA-8853323"
R-HSA-1663150,"The activation of arylsulfatases",5,17,0.0011706376532158104,0.8065236596257293,0.9875736862473046,1,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000113273;ENSG00000101846;ENSG00000157399;ENSG00000180801;ENSG00000183876","","R-HSA-1614362"
R-HSA-168274,"Export of Viral Ribonucleoproteins from Nucleus",18,54,0.00371849607492081,0.8068269594999727,0.9875736862473046,1,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000110713;ENSG00000153201;ENSG00000108559;ENSG00000125450;ENSG00000047410;ENSG00000113569;ENSG00000196313;ENSG00000136243;ENSG00000085415;ENSG00000163002;ENSG00000124789;ENSG00000030066;ENSG00000102900;ENSG00000272391;ENSG00000095319;ENSG00000185823","","R-HSA-168880"
R-HSA-5656121,"Translesion synthesis by POLI",6,20,0.001377220768489189,0.8072062274177758,0.9875736862473046,3,3,2.2344704305079697E-4,9606,Homo sapiens,"ENSG00000133119;ENSG00000132646;ENSG00000049541;ENSG00000009413","","R-HSA-5656148;R-HSA-5656158;R-HSA-5656105"
R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",6,20,0.001377220768489189,0.8072062274177758,0.9875736862473046,11,13,9.682705198867869E-4,9606,Homo sapiens,"ENSG00000062598;ENSG00000133703;ENSG00000167193;ENSG00000160007;ENSG00000050820","","R-HSA-8981353;R-HSA-8848726;R-HSA-8849094;R-HSA-8981355;R-HSA-8848611;R-HSA-8849055;R-HSA-8849085;R-HSA-8849068;R-HSA-8848618;R-HSA-8849082;R-HSA-8848713"
R-HSA-9603798,"Class I peroxisomal membrane protein import",6,20,0.001377220768489189,0.8072062274177758,0.9875736862473046,3,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000107897;ENSG00000176894;ENSG00000072210;ENSG00000117528;ENSG00000104381;ENSG00000100372","","R-HSA-9603784;R-HSA-9603775;R-HSA-9603804"
R-HSA-451306,"Ionotropic activity of kainate receptors",4,14,9.640545379424321E-4,0.8080690352259794,0.9875736862473046,4,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000104490;ENSG00000198668;ENSG00000171189;ENSG00000164418","","R-HSA-451283;R-HSA-451310;R-HSA-451311;R-HSA-451309"
R-HSA-77108,"Utilization of Ketone Bodies",4,14,9.640545379424321E-4,0.8080690352259794,0.9875736862473046,3,3,2.2344704305079697E-4,9606,Homo sapiens,"ENSG00000075239;ENSG00000083720;ENSG00000161267","","R-HSA-74177;R-HSA-73920;R-HSA-74181"
R-HSA-4839744,"Signaling by APC mutants",4,14,9.640545379424321E-4,0.8080690352259794,0.9875736862473046,2,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000078304;ENSG00000184675;ENSG00000113575;ENSG00000134982","","R-HSA-4791278;R-HSA-5246696"
R-HSA-5467337,"APC truncation mutants have impaired AXIN binding",4,14,9.640545379424321E-4,0.8080690352259794,0.9875736862473046,1,1,7.448234768359899E-5,9606,Homo sapiens,"ENSG00000078304;ENSG00000184675;ENSG00000113575;ENSG00000134982","","R-HSA-4791278"
R-HSA-5467348,"Truncations of AMER1 destabilize the destruction complex",4,14,9.640545379424321E-4,0.8080690352259794,0.9875736862473046,1,1,7.448234768359899E-5,9606,Homo sapiens,"ENSG00000078304;ENSG00000184675;ENSG00000113575;ENSG00000134982","","R-HSA-4839746"
R-HSA-5467340,"AXIN missense mutants destabilize the destruction complex",4,14,9.640545379424321E-4,0.8080690352259794,0.9875736862473046,1,1,7.448234768359899E-5,9606,Homo sapiens,"ENSG00000078304;ENSG00000184675;ENSG00000113575;ENSG00000134982","","R-HSA-4839734"
R-HSA-425381,"Bicarbonate transporters",4,14,9.640545379424321E-4,0.8080690352259794,0.9875736862473046,3,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000050438;ENSG00000144290;ENSG00000080493;ENSG00000114923","","R-HSA-425482;R-HSA-425577;R-HSA-8878664"
R-HSA-391908,"Prostanoid ligand receptors",4,14,9.640545379424321E-4,0.8080690352259794,0.9875736862473046,4,8,5.958587814687919E-4,9606,Homo sapiens,"ENSG00000050628;ENSG00000183671;ENSG00000171522;ENSG00000122420","","R-HSA-391940;R-HSA-416929;R-HSA-391933;R-HSA-391934"
R-HSA-5651801,"PCNA-Dependent Long Patch Base Excision Repair",7,23,0.0015838038837625672,0.8091838196615624,0.9875736862473046,6,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000133119;ENSG00000132646;ENSG00000049541;ENSG00000168496;ENSG00000177084","","R-HSA-110368;R-HSA-110371;R-HSA-5651809;R-HSA-110363;R-HSA-5651805;R-HSA-110364"
R-HSA-418217,"G beta:gamma signalling through PLC beta",7,23,0.0015838038837625672,0.8091838196615624,0.9875736862473046,2,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000114450;ENSG00000172380;ENSG00000174021;ENSG00000078369;ENSG00000186469;ENSG00000111664;ENSG00000182621","","R-HSA-398193;R-HSA-398040"
R-HSA-1839117,"Signaling by cytosolic FGFR1 fusion mutants",7,23,0.0015838038837625672,0.8091838196615624,0.9875736862473046,13,14,0.0010427528675703858,9606,Homo sapiens,"ENSG00000122779;ENSG00000177885;ENSG00000168610;ENSG00000257923;ENSG00000124831;ENSG00000145675;ENSG00000111790","","R-HSA-1839102;R-HSA-1839039;R-HSA-1839065;R-HSA-1839031;R-HSA-1839095;R-HSA-1839091;R-HSA-1839112;R-HSA-1839080;R-HSA-1839114;R-HSA-1839078;R-HSA-1839110;R-HSA-1888198;R-HSA-1839107"
R-HSA-156711,"Polo-like kinase mediated events",7,23,0.0015838038837625672,0.8091838196615624,0.9875736862473046,12,15,0.0011172352152539848,9606,Homo sapiens,"ENSG00000164045;ENSG00000205659;ENSG00000111206;ENSG00000101057;ENSG00000157456","","R-HSA-4088298;R-HSA-4088299;R-HSA-4088152;R-HSA-4088441;R-HSA-4088134;R-HSA-4088439;R-HSA-4088309;R-HSA-4088306;R-HSA-4088130;R-HSA-4088162;R-HSA-4088307;R-HSA-4088305"
R-HSA-500657,"Presynaptic function of Kainate receptors",7,23,0.0015838038837625672,0.8091838196615624,0.9875736862473046,1,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000114450;ENSG00000172380;ENSG00000174021;ENSG00000078369;ENSG00000186469;ENSG00000111664;ENSG00000182621","","R-HSA-500717"
R-HSA-8941326,"RUNX2 regulates bone development",14,43,0.002961024652251756,0.8098009793900994,0.9875736862473046,32,32,0.0023834351258751676,9606,Homo sapiens,"ENSG00000137693;ENSG00000018408;ENSG00000108821;ENSG00000124813;ENSG00000198795;ENSG00000067955;ENSG00000170365;ENSG00000106571;ENSG00000137834;ENSG00000171720;ENSG00000139687","","R-HSA-9008137;R-HSA-8878023;R-HSA-8937864;R-HSA-8985227;R-HSA-8985485;R-HSA-8939852;R-HSA-8937869;R-HSA-8937856;R-HSA-8877902;R-HSA-9008389;R-HSA-9008326;R-HSA-8985627;R-HSA-8937820;R-HSA-8939870;R-HSA-8877918;R-HSA-9008215;R-HSA-9008877;R-HSA-8985644;R-HSA-8877922;R-HSA-8984994;R-HSA-9009208;R-HSA-8877941;R-HSA-8985275;R-HSA-8878257;R-HSA-9008177;R-HSA-8878013;R-HSA-2064932;R-HSA-8938356;R-HSA-8937844;R-HSA-8985460;R-HSA-8878266;R-HSA-8986294"
R-HSA-9682385,"FLT3 signaling in disease",14,43,0.002961024652251756,0.8098009793900994,0.9875736862473046,48,52,0.0038730820795471474,9606,Homo sapiens,"ENSG00000100815;ENSG00000177885;ENSG00000115904;ENSG00000133703;ENSG00000173230;ENSG00000115306;ENSG00000179295;ENSG00000086991;ENSG00000139083;ENSG00000145675;ENSG00000122025","","R-HSA-9698003;R-HSA-9702613;R-HSA-9702997;R-HSA-9698000;R-HSA-9703440;R-HSA-9698007;R-HSA-9703441;R-HSA-9703442;R-HSA-9698005;R-HSA-9695834;R-HSA-9698008;R-HSA-9702623;R-HSA-9695838;R-HSA-9698013;R-HSA-9702618;R-HSA-9698179;R-HSA-9698754;R-HSA-9703430;R-HSA-9698758;R-HSA-9702593;R-HSA-9703437;R-HSA-9698762;R-HSA-9703438;R-HSA-9703439;R-HSA-9702607;R-HSA-9703432;R-HSA-9703433;R-HSA-9702601;R-HSA-9703434;R-HSA-9703435;R-HSA-9706356;R-HSA-9702583;R-HSA-9702578;R-HSA-9702589;R-HSA-9698174;R-HSA-9702629;R-HSA-9695841;R-HSA-9698016;R-HSA-9703008;R-HSA-9695845;R-HSA-9698021;R-HSA-9702508;R-HSA-9698026;R-HSA-9702638;R-HSA-9702510;R-HSA-9695853;R-HSA-9698029;R-HSA-9702570"
R-HSA-111453,"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members",3,11,7.574714226690538E-4,0.8137200706857503,0.9875736862473046,3,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000168610;ENSG00000171791","","R-HSA-114352;R-HSA-508163;R-HSA-6790025"
R-HSA-164940,"Nef mediated downregulation of MHC class I complex cell surface expression",3,11,7.574714226690538E-4,0.8137200706857503,0.9875736862473046,3,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000100280;ENSG00000152056;ENSG00000166747","","R-HSA-182263;R-HSA-182279;R-HSA-182286"
R-HSA-425986,"Sodium/Proton exchangers",3,11,7.574714226690538E-4,0.8137200706857503,0.9875736862473046,3,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000197818;ENSG00000181804;ENSG00000198689","","R-HSA-425983;R-HSA-426015;R-HSA-425965"
R-HSA-749476,"RNA Polymerase III Abortive And Retractive Initiation",15,46,0.0031676077675251344,0.8147494673238277,0.9875736862473046,13,13,9.682705198867869E-4,9606,Homo sapiens,"ENSG00000155115;ENSG00000125484;ENSG00000141905;ENSG00000241258;ENSG00000171453;ENSG00000177700;ENSG00000186141;ENSG00000145734;ENSG00000013503;ENSG00000008441;ENSG00000100413;ENSG00000185024;ENSG00000122034;ENSG00000147862;ENSG00000162599","","R-HSA-113442;R-HSA-113449;R-HSA-113705;R-HSA-113454;R-HSA-112149;R-HSA-112055;R-HSA-112150;R-HSA-112054;R-HSA-112153;R-HSA-112152;R-HSA-112155;R-HSA-112156;R-HSA-76060"
R-HSA-74158,"RNA Polymerase III Transcription",15,46,0.0031676077675251344,0.8147494673238277,0.9875736862473046,24,25,0.0018620586920899747,9606,Homo sapiens,"ENSG00000155115;ENSG00000125484;ENSG00000141905;ENSG00000241258;ENSG00000171453;ENSG00000177700;ENSG00000186141;ENSG00000145734;ENSG00000013503;ENSG00000008441;ENSG00000100413;ENSG00000185024;ENSG00000122034;ENSG00000147862;ENSG00000162599","","R-HSA-113442;R-HSA-113446;R-HSA-113705;R-HSA-113449;R-HSA-113451;R-HSA-83723;R-HSA-83788;R-HSA-113454;R-HSA-83790;R-HSA-83793;R-HSA-112149;R-HSA-76052;R-HSA-112055;R-HSA-112150;R-HSA-112054;R-HSA-76054;R-HSA-112153;R-HSA-112152;R-HSA-76056;R-HSA-83803;R-HSA-112155;R-HSA-83805;R-HSA-76060;R-HSA-112156"
R-HSA-428930,"Thromboxane signalling through TP receptor",9,29,0.001996970114309324,0.8151845639469224,0.9875736862473046,6,8,5.958587814687919E-4,9606,Homo sapiens,"ENSG00000114450;ENSG00000172380;ENSG00000156049;ENSG00000174021;ENSG00000088256;ENSG00000078369;ENSG00000156052;ENSG00000186469;ENSG00000111664","","R-HSA-428918;R-HSA-428917;R-HSA-428752;R-HSA-428750;R-HSA-428909;R-HSA-428749"
R-HSA-9615933,"Postmitotic nuclear pore complex (NPC) reformation",10,32,0.0022035532295827023,0.8187181950240746,0.9875736862473046,6,10,7.448234768359899E-4,9606,Homo sapiens,"ENSG00000110713;ENSG00000085415;ENSG00000125450;ENSG00000163002;ENSG00000030066;ENSG00000102900;ENSG00000113569;ENSG00000083312;ENSG00000272391;ENSG00000095319;ENSG00000196313;ENSG00000185823","","R-HSA-9615937;R-HSA-9634219;R-HSA-9618378;R-HSA-9634169;R-HSA-9615945;R-HSA-9615901"
R-HSA-9013406,"RHOQ GTPase cycle",21,63,0.004338245420740945,0.8222450290845106,0.9875736862473046,4,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000183856;ENSG00000198373;ENSG00000152661;ENSG00000092531;ENSG00000198752;ENSG00000001626;ENSG00000175220;ENSG00000075785;ENSG00000139734;ENSG00000004777;ENSG00000173218;ENSG00000139436;ENSG00000079482;ENSG00000143776;ENSG00000205726;ENSG00000163171;ENSG00000145990;ENSG00000134909;ENSG00000160007;ENSG00000140750","","R-HSA-9018745;R-HSA-9018747;R-HSA-9018746;R-HSA-5627072"
R-HSA-180024,"DARPP-32 events",11,35,0.0024101363448560805,0.8224239499945241,0.9875736862473046,10,12,8.937881722031879E-4,9606,Homo sapiens,"ENSG00000107758;ENSG00000138814;ENSG00000113448;ENSG00000108946;ENSG00000172531;ENSG00000188191;ENSG00000198668;ENSG00000184588;ENSG00000113575;ENSG00000142875;ENSG00000005249","","R-HSA-111925;R-HSA-180038;R-HSA-201783;R-HSA-177284;R-HSA-9644869;R-HSA-8951727;R-HSA-201787;R-HSA-177275;R-HSA-111962;R-HSA-201790"
R-HSA-456926,"Thrombin signalling through proteinase activated receptors (PARs)",11,35,0.0024101363448560805,0.8224239499945241,0.9875736862473046,7,15,0.0011172352152539848,9606,Homo sapiens,"ENSG00000114450;ENSG00000172380;ENSG00000164220;ENSG00000156049;ENSG00000174021;ENSG00000088256;ENSG00000078369;ENSG00000156052;ENSG00000186469;ENSG00000111664;ENSG00000146535","","R-HSA-396996;R-HSA-397891;R-HSA-114697;R-HSA-114552;R-HSA-396941;R-HSA-397835;R-HSA-114558"
R-HSA-8937144,"Aryl hydrocarbon receptor signalling",2,8,5.508883073956756E-4,0.8278837121435682,0.9875736862473046,5,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000106546;ENSG00000172379","","R-HSA-8937177;R-HSA-8937169;R-HSA-8936849;R-HSA-8936851;R-HSA-8937191"
R-HSA-5660668,"CLEC7A/inflammasome pathway",2,8,5.508883073956756E-4,0.8278837121435682,0.9875736862473046,4,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000064012;ENSG00000109320","","R-HSA-5660662;R-HSA-5660663;R-HSA-5660622;R-HSA-5660665"
R-HSA-187706,"Signalling to p38 via RIT and RIN",2,8,5.508883073956756E-4,0.8278837121435682,0.9875736862473046,3,3,2.2344704305079697E-4,9606,Homo sapiens,"ENSG00000143622;ENSG00000157764","","R-HSA-187698;R-HSA-187746;R-HSA-187697"
R-HSA-9017802,"Noncanonical activation of NOTCH3",2,8,5.508883073956756E-4,0.8278837121435682,0.9875736862473046,2,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000143801;ENSG00000074181","","R-HSA-9017817;R-HSA-9017797"
R-HSA-111459,"Activation of caspases through apoptosome-mediated cleavage",2,8,5.508883073956756E-4,0.8278837121435682,0.9875736862473046,2,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000120868;ENSG00000172115","","R-HSA-114261;R-HSA-114252"
R-HSA-4341670,"Defective NEU1 causes sialidosis",2,8,5.508883073956756E-4,0.8278837121435682,0.9875736862473046,1,1,7.448234768359899E-5,9606,Homo sapiens,"ENSG00000170266;ENSG00000064601","","R-HSA-4341669"
R-HSA-5340588,"Signaling by RNF43 mutants",2,8,5.508883073956756E-4,0.8278837121435682,0.9875736862473046,1,1,7.448234768359899E-5,9606,Homo sapiens,"ENSG00000108375;ENSG00000070018","","R-HSA-5340587"
R-HSA-446388,"Regulation of cytoskeletal remodeling and cell spreading by IPP complex components",2,8,5.508883073956756E-4,0.8278837121435682,0.9875736862473046,3,5,3.7241173841799495E-4,9606,Homo sapiens,"ENSG00000169756;ENSG00000197702","","R-HSA-430311;R-HSA-446372;R-HSA-446322"
R-HSA-75158,"TRAIL  signaling",2,8,5.508883073956756E-4,0.8278837121435682,0.9875736862473046,2,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000064012;ENSG00000173530","","R-HSA-5635741;R-HSA-75146"
R-HSA-435368,"Zinc efflux and compartmentalization by the SLC30 family",2,8,5.508883073956756E-4,0.8278837121435682,0.9875736862473046,2,7,5.213764337851929E-4,9606,Homo sapiens,"ENSG00000152683;ENSG00000164756","","R-HSA-437139;R-HSA-437136"
R-HSA-9605308,"Diseases of Base Excision Repair",2,8,5.508883073956756E-4,0.8278837121435682,0.9875736862473046,5,19,0.0014151646059883808,9606,Homo sapiens,"ENSG00000114026","","R-HSA-9657051;R-HSA-9656250;R-HSA-9656254;R-HSA-9658813;R-HSA-9656252"
R-HSA-111457,"Release of apoptotic factors from the mitochondria",2,8,5.508883073956756E-4,0.8278837121435682,0.9875736862473046,1,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000105928;ENSG00000172115","","R-HSA-114284"
R-HSA-111469,"SMAC, XIAP-regulated apoptotic response",2,8,5.508883073956756E-4,0.8278837121435682,0.9875736862473046,2,10,7.448234768359899E-4,9606,Homo sapiens,"ENSG00000120868;ENSG00000172115","","R-HSA-114361;R-HSA-114440"
R-HSA-8854050,"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis",18,55,0.0037873571133452692,0.8287657159270334,0.9875736862473046,6,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000087191;ENSG00000131467;ENSG00000110801;ENSG00000155034;ENSG00000165916;ENSG00000175166;ENSG00000173692;ENSG00000142507;ENSG00000068878;ENSG00000115233;ENSG00000136930;ENSG00000143106;ENSG00000055130;ENSG00000183580;ENSG00000118705;ENSG00000013275;ENSG00000161057;ENSG00000100387;ENSG00000197170","","R-HSA-8854071;R-HSA-8854052;R-HSA-8854051;R-HSA-8854044;R-HSA-8854041;R-HSA-8853496"
R-HSA-110320,"Translesion Synthesis by POLH",7,24,0.0016526649221870265,0.8410860962680442,0.9875736862473046,8,8,5.958587814687919E-4,9606,Homo sapiens,"ENSG00000133119;ENSG00000132646;ENSG00000049541;ENSG00000182446;ENSG00000163743","","R-HSA-5655142;R-HSA-5655170;R-HSA-5654989;R-HSA-5654986;R-HSA-110317;R-HSA-110316;R-HSA-110319;R-HSA-5654985"
R-HSA-1963640,"GRB2 events in ERBB2 signaling",6,21,0.0014460818069136482,0.8413461477539208,0.9875736862473046,4,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000185737;ENSG00000177885;ENSG00000115904;ENSG00000133703;ENSG00000157168","","R-HSA-1250498;R-HSA-1306969;R-HSA-1250488;R-HSA-1306972"
R-HSA-1250347,"SHC1 events in ERBB4 signaling",6,21,0.0014460818069136482,0.8413461477539208,0.9875736862473046,4,4,2.9792939073439596E-4,9606,Homo sapiens,"ENSG00000185737;ENSG00000177885;ENSG00000115904;ENSG00000133703;ENSG00000157168","","R-HSA-1250357;R-HSA-1250383;R-HSA-1250380;R-HSA-1250348"
R-HSA-5655862,"Translesion synthesis by POLK",6,21,0.0014460818069136482,0.8413461477539208,0.9875736862473046,3,3,2.2344704305079697E-4,9606,Homo sapiens,"ENSG00000133119;ENSG00000132646;ENSG00000049541;ENSG00000009413","","R-HSA-5655892;R-HSA-5655965;R-HSA-5655835"
R-HSA-8964616,"G beta:gamma signalling through CDC42",6,21,0.0014460818069136482,0.8413461477539208,0.9875736862473046,5,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000172380;ENSG00000114450;ENSG00000174021;ENSG00000078369;ENSG00000186469;ENSG00000111664","","R-HSA-8964634;R-HSA-8964604;R-HSA-8964605;R-HSA-8964614;R-HSA-8964599"
R-HSA-9651496,"Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)",6,21,0.0014460818069136482,0.8413461477539208,0.9875736862473046,14,18,0.0013406822583047818,9606,Homo sapiens,"ENSG00000164344;ENSG00000185010;ENSG00000110799;ENSG00000145321;ENSG00000169902;ENSG00000115486","","R-HSA-9665809;R-HSA-9668148;R-HSA-9670874;R-HSA-9668253;R-HSA-9661980;R-HSA-9670049;R-HSA-9673223;R-HSA-9670054;R-HSA-9655046;R-HSA-9651467;R-HSA-9673231;R-HSA-9666383;R-HSA-9670189;R-HSA-9668365"
R-HSA-9671793,"Diseases of hemostasis",6,21,0.0014460818069136482,0.8413461477539208,0.9875736862473046,14,18,0.0013406822583047818,9606,Homo sapiens,"ENSG00000164344;ENSG00000185010;ENSG00000110799;ENSG00000145321;ENSG00000169902;ENSG00000115486","","R-HSA-9665809;R-HSA-9668148;R-HSA-9670874;R-HSA-9668253;R-HSA-9661980;R-HSA-9670049;R-HSA-9673223;R-HSA-9670054;R-HSA-9655046;R-HSA-9651467;R-HSA-9673231;R-HSA-9666383;R-HSA-9670189;R-HSA-9668365"
R-HSA-442982,"Ras activation upon Ca2+ influx through NMDA receptor",8,27,0.001859248037460405,0.8418750025465684,0.9875736862473046,2,2,1.4896469536719798E-4,9606,Homo sapiens,"ENSG00000273079;ENSG00000033122;ENSG00000133703;ENSG00000077522;ENSG00000198668;ENSG00000058404;ENSG00000150672","","R-HSA-442732;R-HSA-442760"
R-HSA-9671555,"Signaling by PDGFR in disease",8,27,0.001859248037460405,0.8418750025465684,0.9875736862473046,22,24,0.0017875763444063757,9606,Homo sapiens,"ENSG00000177885;ENSG00000168610;ENSG00000115904;ENSG00000133703;ENSG00000139083;ENSG00000145675;ENSG00000134853","","R-HSA-9672178;R-HSA-9672177;R-HSA-9672176;R-HSA-9674427;R-HSA-9672159;R-HSA-9672158;R-HSA-9674398;R-HSA-9674430;R-HSA-9674397;R-HSA-9672163;R-HSA-9672162;R-HSA-9673761;R-HSA-9673760;R-HSA-9672164;R-HSA-9672170;R-HSA-9674408;R-HSA-9672168;R-HSA-9672175;R-HSA-9674414;R-HSA-9672174;R-HSA-9672173;R-HSA-9672172"
R-HSA-5655291,"Signaling by FGFR4 in disease",5,18,0.00123949869164027,0.8432152122818533,0.9875736862473046,5,15,0.0011172352152539848,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000133703;ENSG00000145675","","R-HSA-5655348;R-HSA-5655252;R-HSA-5655347;R-HSA-5655235;R-HSA-5655248"
R-HSA-201451,"Signaling by BMP",9,30,0.0020658311527337833,0.8433669158021013,0.9875736862473046,16,17,0.0012661999106211828,9606,Homo sapiens,"ENSG00000147869;ENSG00000204217;ENSG00000108854;ENSG00000107779;ENSG00000125845;ENSG00000104899;ENSG00000121989;ENSG00000170365;ENSG00000137834","","R-HSA-201475;R-HSA-201443;R-HSA-202626;R-HSA-201472;R-HSA-201445;R-HSA-201476;R-HSA-201423;R-HSA-201422;R-HSA-8858346;R-HSA-201453;R-HSA-202604;R-HSA-201810;R-HSA-201457;R-HSA-201425;R-HSA-201648;R-HSA-201821"
R-HSA-9703648,"Signaling by FLT3 ITD and TKD mutants",9,30,0.0020658311527337833,0.8433669158021013,0.9875736862473046,20,24,0.0017875763444063757,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000133703;ENSG00000179295;ENSG00000086991;ENSG00000145675;ENSG00000122025","","R-HSA-9698003;R-HSA-9698000;R-HSA-9698007;R-HSA-9698005;R-HSA-9695834;R-HSA-9698008;R-HSA-9698174;R-HSA-9695838;R-HSA-9698013;R-HSA-9698179;R-HSA-9698754;R-HSA-9695841;R-HSA-9698016;R-HSA-9698758;R-HSA-9695845;R-HSA-9698021;R-HSA-9698026;R-HSA-9698762;R-HSA-9695853;R-HSA-9698029"
