Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-8856688,"Golgi-to-ER retrograde transport",28,148,0.010191433686819996,0.9999997029361869,0.9999997029361869,14,18,0.0013406822583047818,9606,Homo sapiens,"ENSG00000242247;ENSG00000113734;ENSG00000105438;ENSG00000129083;ENSG00000196169;ENSG00000134970;ENSG00000151779;ENSG00000175203;ENSG00000137285;ENSG00000174903;ENSG00000184381;ENSG00000127824;ENSG00000166557;ENSG00000161800;ENSG00000095139;ENSG00000136883;ENSG00000066735;ENSG00000111481;ENSG00000144635;ENSG00000137171;ENSG00000136240;ENSG00000125814;ENSG00000258947;ENSG00000184432;ENSG00000265808;ENSG00000143761;ENSG00000165115","","R-HSA-8849350;R-HSA-8848484;R-HSA-6811427;R-HSA-6811426;R-HSA-6811425;R-HSA-8849353;R-HSA-6811415;R-HSA-6811414;R-HSA-6811412;R-HSA-6811411;R-HSA-6811423;R-HSA-6811422;R-HSA-6811418;R-HSA-6811417"
R-HSA-109581,"Apoptosis",41,192,0.013221319377496212,0.999999733907055,0.999999733907055,89,141,0.010502011023387457,9606,Homo sapiens,"ENSG00000092010;ENSG00000185627;ENSG00000108424;ENSG00000243414;ENSG00000159377;ENSG00000129084;ENSG00000114126;ENSG00000104808;ENSG00000099341;ENSG00000100804;ENSG00000104081;ENSG00000184047;ENSG00000102882;ENSG00000127666;ENSG00000103035;ENSG00000108387;ENSG00000124575;ENSG00000108344;ENSG00000134602;ENSG00000149089;ENSG00000105327;ENSG00000189060;ENSG00000113763;ENSG00000136448;ENSG00000110330;ENSG00000119139;ENSG00000100519;ENSG00000117020;ENSG00000221983;ENSG00000101843;ENSG00000143947;ENSG00000120889;ENSG00000162600;ENSG00000164305;ENSG00000163932;ENSG00000163636;ENSG00000164104;ENSG00000102871;ENSG00000102572","","R-HSA-211715;R-HSA-351877;R-HSA-201603;R-HSA-351876;R-HSA-114307;R-HSA-114306;R-HSA-508163;R-HSA-508162;R-HSA-211206;R-HSA-139908;R-HSA-139909;R-HSA-139914;R-HSA-201611;R-HSA-114440;R-HSA-139913;R-HSA-201608;R-HSA-4331340;R-HSA-139917;R-HSA-211219;R-HSA-168849;R-HSA-6804596;R-HSA-211734;R-HSA-201622;R-HSA-8867344;R-HSA-418846;R-HSA-351901;R-HSA-418845;R-HSA-201631;R-HSA-201630;R-HSA-201629;R-HSA-201628;R-HSA-418852;R-HSA-2562564;R-HSA-211239;R-HSA-201639;R-HSA-202917;R-HSA-201636;R-HSA-9029667;R-HSA-201640;R-HSA-211247;R-HSA-351913;R-HSA-374699;R-HSA-139952;R-HSA-114354;R-HSA-141367;R-HSA-202939;R-HSA-114361;R-HSA-140217;R-HSA-350651;R-HSA-140221;R-HSA-202947;R-HSA-211651;R-HSA-9627089;R-HSA-9627350;R-HSA-198347;R-HSA-212552;R-HSA-373705;R-HSA-114252;R-HSA-351947;R-HSA-114256;R-HSA-3371360;R-HSA-202960;R-HSA-6805811;R-HSA-202967;R-HSA-9627078;R-HSA-202966;R-HSA-266204;R-HSA-114264;R-HSA-114392;R-HSA-202969;R-HSA-3465448;R-HSA-114275;R-HSA-141159;R-HSA-141156;R-HSA-3371359;R-HSA-351849;R-HSA-114284;R-HSA-9627106;R-HSA-211186;R-HSA-9627107;R-HSA-114419;R-HSA-9627104;R-HSA-211191;R-HSA-211190;R-HSA-201595;R-HSA-351871;R-HSA-9627369;R-HSA-4331327;R-HSA-4331324"
R-HSA-163685,"Integration of energy metabolism",27,145,0.009984850571546619,0.999999735270549,0.999999735270549,43,62,0.004617905556383137,9606,Homo sapiens,"ENSG00000096433;ENSG00000108788;ENSG00000068366;ENSG00000172354;ENSG00000158445;ENSG00000112164;ENSG00000170745;ENSG00000168710;ENSG00000184160;ENSG00000127928;ENSG00000117394;ENSG00000127588;ENSG00000242616;ENSG00000149782;ENSG00000178342;ENSG00000076555;ENSG00000106617;ENSG00000159346;ENSG00000131791;ENSG00000118046;ENSG00000114353;ENSG00000009950;ENSG00000163931;ENSG00000162104;ENSG00000126266;ENSG00000165995;ENSG00000167414","","R-HSA-400071;R-HSA-164423;R-HSA-434382;R-HSA-381644;R-HSA-499981;R-HSA-265166;R-HSA-381706;R-HSA-163666;R-HSA-8848663;R-HSA-169683;R-HSA-400023;R-HSA-169680;R-HSA-163664;R-HSA-825631;R-HSA-381713;R-HSA-163670;R-HSA-416530;R-HSA-163733;R-HSA-163669;R-HSA-400092;R-HSA-164056;R-HSA-163672;R-HSA-164377;R-HSA-163743;R-HSA-163676;R-HSA-163741;R-HSA-400037;R-HSA-163617;R-HSA-163751;R-HSA-163748;R-HSA-400097;R-HSA-400046;R-HSA-381612;R-HSA-163691;R-HSA-265645;R-HSA-163688;R-HSA-163689;R-HSA-400434;R-HSA-164151;R-HSA-422320;R-HSA-163770;R-HSA-399998;R-HSA-400063"
R-HSA-5693568,"Resolution of D-loop Structures through Holliday Junction Intermediates",1,36,0.00247899738328054,0.9999997611399117,0.9999997611399117,6,9,6.703411291523909E-4,9606,Homo sapiens,"ENSG00000149311","","R-HSA-5686469;R-HSA-5686483;R-HSA-5693539;R-HSA-5693584;R-HSA-5686410;R-HSA-5686440"
R-HSA-1227990,"Signaling by ERBB2 in Cancer",1,36,0.00247899738328054,0.9999997611399117,0.9999997611399117,16,62,0.004617905556383137,9606,Homo sapiens,"ENSG00000160691","","R-HSA-9634418;R-HSA-9664976;R-HSA-9664983;R-HSA-9634391;R-HSA-9634390;R-HSA-9664950;R-HSA-9664991;R-HSA-9665406;R-HSA-9665404;R-HSA-9665699;R-HSA-9634402;R-HSA-9665413;R-HSA-9665701;R-HSA-9665700;R-HSA-9665705;R-HSA-9665416"
R-HSA-549127,"Organic cation transport",1,36,0.00247899738328054,0.9999997611399117,0.9999997611399117,1,9,6.703411291523909E-4,9606,Homo sapiens,"ENSG00000110628","","R-HSA-597628"
R-HSA-2206281,"Mucopolysaccharidoses",1,36,0.00247899738328054,0.9999997611399117,0.9999997611399117,2,22,0.0016386116490391778,9606,Homo sapiens,"ENSG00000243477","","R-HSA-9036077;R-HSA-2318585"
R-HSA-933541,"TRAF6 mediated IRF7 activation",2,43,0.002961024652251756,0.9999997639870998,0.9999997639870998,10,13,9.682705198867869E-4,9606,Homo sapiens,"ENSG00000175104;ENSG00000126456","","R-HSA-9604499;R-HSA-918230;R-HSA-933527;R-HSA-1028820;R-HSA-933525;R-HSA-1028819;R-HSA-933538;R-HSA-9705145;R-HSA-9705323;R-HSA-933537"
R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",2,43,0.002961024652251756,0.9999997639870998,0.9999997639870998,1,7,5.213764337851929E-4,9606,Homo sapiens,"ENSG00000126266;ENSG00000127588","","R-HSA-383313"
R-HSA-3858494,"Beta-catenin independent WNT signaling",33,166,0.011430932378460268,0.9999997641051244,0.9999997641051244,38,51,0.0037985997318635482,9606,Homo sapiens,"ENSG00000092010;ENSG00000185627;ENSG00000096433;ENSG00000159377;ENSG00000196961;ENSG00000129084;ENSG00000172354;ENSG00000135341;ENSG00000136238;ENSG00000099341;ENSG00000100804;ENSG00000127928;ENSG00000085741;ENSG00000103035;ENSG00000127588;ENSG00000108344;ENSG00000242616;ENSG00000126583;ENSG00000149782;ENSG00000128340;ENSG00000162738;ENSG00000131196;ENSG00000169071;ENSG00000100519;ENSG00000070808;ENSG00000221983;ENSG00000141480;ENSG00000101843;ENSG00000143947;ENSG00000163636;ENSG00000087095;ENSG00000167414;ENSG00000185527","","R-HSA-3858491;R-HSA-4332358;R-HSA-5140747;R-HSA-4332359;R-HSA-4332356;R-HSA-4086392;R-HSA-4551555;R-HSA-4086393;R-HSA-3858482;R-HSA-4332363;R-HSA-4411402;R-HSA-3858480;R-HSA-5140741;R-HSA-5138432;R-HSA-5138433;R-HSA-3858475;R-HSA-4608855;R-HSA-169680;R-HSA-4608852;R-HSA-5138459;R-HSA-4551571;R-HSA-4551570;R-HSA-4420052;R-HSA-4608862;R-HSA-398040;R-HSA-4551451;R-HSA-8944362;R-HSA-4608866;R-HSA-4332388;R-HSA-4551465;R-HSA-4411373;R-HSA-4411383;R-HSA-398193;R-HSA-3965444;R-HSA-3965446;R-HSA-3965447;R-HSA-3965441;R-HSA-4518585"
R-HSA-445355,"Smooth Muscle Contraction",3,49,0.0033741908827985127,0.9999997711673223,0.9999997711673223,5,11,8.193058245195889E-4,9606,Homo sapiens,"ENSG00000106631;ENSG00000120896;ENSG00000196465","","R-HSA-445700;R-HSA-445813;R-HSA-445699;R-HSA-445704;R-HSA-445705"
R-HSA-5423646,"Aflatoxin activation and detoxification",3,49,0.0033741908827985127,0.9999997711673223,0.9999997711673223,4,18,0.0013406822583047818,9606,Homo sapiens,"ENSG00000106258;ENSG00000053371;ENSG00000015413","","R-HSA-5423664;R-HSA-5423637;R-HSA-5433067;R-HSA-156526"
R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",14,98,0.006748381765597025,0.9999997717785566,0.9999997717785566,38,84,0.006256517205422315,9606,Homo sapiens,"ENSG00000107798;ENSG00000213398;ENSG00000130208;ENSG00000196961;ENSG00000130173;ENSG00000130164;ENSG00000025434;ENSG00000060566;ENSG00000166126;ENSG00000172828;ENSG00000140943;ENSG00000103227;ENSG00000131408;ENSG00000141458","","R-HSA-266310;R-HSA-8876485;R-HSA-174657;R-HSA-8876484;R-HSA-8865667;R-HSA-6784738;R-HSA-264834;R-HSA-171141;R-HSA-6784622;R-HSA-8856525;R-HSA-6784620;R-HSA-171087;R-HSA-8854408;R-HSA-266315;R-HSA-6784628;R-HSA-264848;R-HSA-8866321;R-HSA-174808;R-HSA-8855131;R-HSA-8855130;R-HSA-171106;R-HSA-264678;R-HSA-174624;R-HSA-8854628;R-HSA-8933292;R-HSA-8937442;R-HSA-6784648;R-HSA-174706;R-HSA-171122;R-HSA-171059;R-HSA-264695;R-HSA-264689;R-HSA-6784735;R-HSA-8854462;R-HSA-6784734;R-HSA-6785181;R-HSA-6785178;R-HSA-6784729"
R-HSA-2428928,"IRS-related events triggered by IGF1R",7,69,0.004751411651287701,0.9999997842092103,0.9999997842092103,2,12,8.937881722031879E-4,9606,Homo sapiens,"ENSG00000160867;ENSG00000068078;ENSG00000105647;ENSG00000070193;ENSG00000156427;ENSG00000033327","","R-HSA-74737;R-HSA-109699"
R-HSA-400206,"Regulation of lipid metabolism by PPARalpha",36,177,0.012188403801129321,0.9999998106942695,0.9999998106942695,44,44,0.0032772232980783555,9606,Homo sapiens,"ENSG00000023330;ENSG00000152944;ENSG00000204231;ENSG00000025434;ENSG00000001167;ENSG00000130772;ENSG00000063438;ENSG00000185591;ENSG00000143437;ENSG00000123689;ENSG00000164758;ENSG00000140465;ENSG00000130589;ENSG00000104973;ENSG00000130304;ENSG00000069667;ENSG00000149485;ENSG00000155846;ENSG00000198911;ENSG00000133398;ENSG00000186350;ENSG00000110090;ENSG00000079459;ENSG00000131408;ENSG00000186951;ENSG00000184634;ENSG00000141026;ENSG00000126368","","R-HSA-400143;R-HSA-400204;R-HSA-1655826;R-HSA-1989778;R-HSA-1989779;R-HSA-560517;R-HSA-1989776;R-HSA-1989777;R-HSA-1989774;R-HSA-560473;R-HSA-1989775;R-HSA-1989772;R-HSA-1989773;R-HSA-1989770;R-HSA-1368065;R-HSA-1989771;R-HSA-1989768;R-HSA-1989767;R-HSA-1989764;R-HSA-1989765;R-HSA-1989762;R-HSA-1989760;R-HSA-1989761;R-HSA-1989758;R-HSA-1989759;R-HSA-879724;R-HSA-1989756;R-HSA-1989757;R-HSA-1989754;R-HSA-1989755;R-HSA-1989752;R-HSA-1989753;R-HSA-1801587;R-HSA-1989750;R-HSA-1989751;R-HSA-1989748;R-HSA-1989749;R-HSA-1989746;R-HSA-1989747;R-HSA-1989745;R-HSA-1655848;R-HSA-400183;R-HSA-1655850;R-HSA-1592238"
R-HSA-397014,"Muscle contraction",47,213,0.01466740118440986,0.9999998110909449,0.9999998110909449,33,42,0.0031282586027111575,9606,Homo sapiens,"ENSG00000161958;ENSG00000130433;ENSG00000096433;ENSG00000176076;ENSG00000101470;ENSG00000129244;ENSG00000137726;ENSG00000118194;ENSG00000196465;ENSG00000171385;ENSG00000248746;ENSG00000171303;ENSG00000168710;ENSG00000159173;ENSG00000167323;ENSG00000120896;ENSG00000184185;ENSG00000168135;ENSG00000055118;ENSG00000163349;ENSG00000276045;ENSG00000058668;ENSG00000108961;ENSG00000182324;ENSG00000106631;ENSG00000129991;ENSG00000173991;ENSG00000099337;ENSG00000105605;ENSG00000114854;ENSG00000074370;ENSG00000196218;ENSG00000007314;ENSG00000137731;ENSG00000086967;ENSG00000120049;ENSG00000115041;ENSG00000070808;ENSG00000163273;ENSG00000164626;ENSG00000145244;ENSG00000124249;ENSG00000082482;ENSG00000102057;ENSG00000165995;ENSG00000169418;ENSG00000221946","","R-HSA-390597;R-HSA-427910;R-HSA-5577237;R-HSA-445700;R-HSA-390598;R-HSA-418309;R-HSA-390593;R-HSA-445699;R-HSA-390595;R-HSA-2855020;R-HSA-5577234;R-HSA-2089943;R-HSA-5578783;R-HSA-5578910;R-HSA-5617182;R-HSA-139854;R-HSA-5617179;R-HSA-445704;R-HSA-445705;R-HSA-5577050;R-HSA-936897;R-HSA-5617178;R-HSA-169683;R-HSA-5226904;R-HSA-5577213;R-HSA-434798;R-HSA-5576895;R-HSA-5692408;R-HSA-6784598;R-HSA-445813;R-HSA-9684068;R-HSA-1296046;R-HSA-2032800"
R-HSA-5339562,"Uptake and actions of bacterial toxins",5,60,0.0041316623054675665,0.999999813882642,0.999999813882642,5,66,0.004915834947117533,9606,Homo sapiens,"ENSG00000034152;ENSG00000126934;ENSG00000076984;ENSG00000167658;ENSG00000096384","","R-HSA-5211356;R-HSA-5336421;R-HSA-5211387;R-HSA-5336420;R-HSA-5211400"
R-HSA-9013149,"RAC1 GTPase cycle",40,191,0.013152458339071754,0.9999998403467822,0.9999998403467822,6,6,4.4689408610159393E-4,9606,Homo sapiens,"ENSG00000133789;ENSG00000130158;ENSG00000182957;ENSG00000115935;ENSG00000066248;ENSG00000198844;ENSG00000114346;ENSG00000136238;ENSG00000175866;ENSG00000179604;ENSG00000254999;ENSG00000006453;ENSG00000120318;ENSG00000089820;ENSG00000160293;ENSG00000017797;ENSG00000161800;ENSG00000123143;ENSG00000104880;ENSG00000015285;ENSG00000156299;ENSG00000100092;ENSG00000105647;ENSG00000130669;ENSG00000136002;ENSG00000006740;ENSG00000008323;ENSG00000138640;ENSG00000158195;ENSG00000123338;ENSG00000102119;ENSG00000124126;ENSG00000126822;ENSG00000088387;ENSG00000163219;ENSG00000186517;ENSG00000051523;ENSG00000142632;ENSG00000076706;ENSG00000186635","","R-HSA-9013145;R-HSA-9013144;R-HSA-9013147;R-HSA-9691168;R-HSA-9691174;R-HSA-9013143"
R-HSA-2024096,"HS-GAG degradation",2,44,0.0030298856906762154,0.9999998421767828,0.9999998421767828,3,14,0.0010427528675703858,9606,Homo sapiens,"ENSG00000173083;ENSG00000115884","","R-HSA-1667005;R-HSA-2024084;R-HSA-1678694"
R-HSA-196757,"Metabolism of folate and pterines",2,44,0.0030298856906762154,0.9999998421767828,0.9999998421767828,3,30,0.0022344704305079697,9606,Homo sapiens,"ENSG00000144908;ENSG00000076351","","R-HSA-200646;R-HSA-6808496;R-HSA-200729"
R-HSA-5693537,"Resolution of D-Loop Structures",1,37,0.002547858421704999,0.9999998436966416,0.9999998436966416,7,10,7.448234768359899E-4,9606,Homo sapiens,"ENSG00000149311","","R-HSA-5693589;R-HSA-5686469;R-HSA-5686483;R-HSA-5693539;R-HSA-5693584;R-HSA-5686410;R-HSA-5686440"
R-HSA-1474151,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",1,37,0.002547858421704999,0.9999998436966416,0.9999998436966416,2,16,0.0011917175629375838,9606,Homo sapiens,"ENSG00000164867","","R-HSA-1497796;R-HSA-1497784"
R-HSA-8963693,"Aspartate and asparagine metabolism",1,37,0.002547858421704999,0.9999998436966416,0.9999998436966416,1,11,8.193058245195889E-4,9606,Homo sapiens,"ENSG00000166183","","R-HSA-6797627"
R-HSA-71403,"Citric acid cycle (TCA cycle)",3,50,0.003443051921222972,0.999999844421197,0.999999844421197,4,17,0.0012661999106211828,9606,Homo sapiens,"ENSG00000073578;ENSG00000163541;ENSG00000062485","","R-HSA-70994;R-HSA-70997;R-HSA-70975;R-HSA-71775"
R-HSA-5628897,"TP53 Regulates Metabolic Genes",21,126,0.00867649084148189,0.9999998562374383,0.9999998562374383,16,34,0.0025323998212423656,9606,Homo sapiens,"ENSG00000111725;ENSG00000127184;ENSG00000115944;ENSG00000080546;ENSG00000106617;ENSG00000131791;ENSG00000131143;ENSG00000178449;ENSG00000135423;ENSG00000117450;ENSG00000117020;ENSG00000181929;ENSG00000163626;ENSG00000105220;ENSG00000048392;ENSG00000167965","","R-HSA-5632887;R-HSA-5632914;R-HSA-5632924;R-HSA-5632892;R-HSA-70475;R-HSA-5631903;R-HSA-163214;R-HSA-3341343;R-HSA-70609;R-HSA-5631941;R-HSA-5629189;R-HSA-198609;R-HSA-380979;R-HSA-5629187;R-HSA-5631885;R-HSA-380927"
R-HSA-8856825,"Cargo recognition for clathrin-mediated endocytosis",18,115,0.007919019418812836,0.9999998601263153,0.9999998601263153,12,15,0.0011172352152539848,9606,Homo sapiens,"ENSG00000173020;ENSG00000169891;ENSG00000243244;ENSG00000196961;ENSG00000003056;ENSG00000135018;ENSG00000130164;ENSG00000130475;ENSG00000166200;ENSG00000085832;ENSG00000138760;ENSG00000141480;ENSG00000221983;ENSG00000143947;ENSG00000132718;ENSG00000140600;ENSG00000141985;ENSG00000010610","","R-HSA-8866279;R-HSA-8863463;R-HSA-8866277;R-HSA-9681616;R-HSA-8866275;R-HSA-8863727;R-HSA-8863471;R-HSA-8866269;R-HSA-8866268;R-HSA-8863723;R-HSA-8866283;R-HSA-8863721"
R-HSA-209776,"Metabolism of amine-derived hormones",4,56,0.0038562181517697285,0.9999998745775079,0.9999998745775079,5,21,0.0015641293013555788,9606,Homo sapiens,"ENSG00000105641;ENSG00000132437;ENSG00000180176;ENSG00000141744","","R-HSA-209859;R-HSA-209910;R-HSA-209924;R-HSA-209823;R-HSA-209903"
R-HSA-112314,"Neurotransmitter receptors and postsynaptic signal transmission",52,231,0.01590689987605013,0.9999998765667678,0.9999998765667678,71,109,0.00811857589751229,9606,Homo sapiens,"ENSG00000132535;ENSG00000065135;ENSG00000196961;ENSG00000120903;ENSG00000172354;ENSG00000080644;ENSG00000131089;ENSG00000117971;ENSG00000182481;ENSG00000184185;ENSG00000168135;ENSG00000127824;ENSG00000102882;ENSG00000127588;ENSG00000126583;ENSG00000197122;ENSG00000161509;ENSG00000268089;ENSG00000117245;ENSG00000145888;ENSG00000116032;ENSG00000070808;ENSG00000167414;ENSG00000105464;ENSG00000149403;ENSG00000135902;ENSG00000162728;ENSG00000105737;ENSG00000196586;ENSG00000136238;ENSG00000117676;ENSG00000120457;ENSG00000137285;ENSG00000111052;ENSG00000127928;ENSG00000169684;ENSG00000166736;ENSG00000111725;ENSG00000100151;ENSG00000108556;ENSG00000242616;ENSG00000149782;ENSG00000106617;ENSG00000131791;ENSG00000114353;ENSG00000181929;ENSG00000258947;ENSG00000162104;ENSG00000101204;ENSG00000163873;ENSG00000183943","","R-HSA-9611030;R-HSA-9619478;R-HSA-421007;R-HSA-392206;R-HSA-442760;R-HSA-9610653;R-HSA-9610627;R-HSA-9619843;R-HSA-9609728;R-HSA-1013020;R-HSA-438037;R-HSA-975389;R-HSA-9609738;R-HSA-9609739;R-HSA-1013013;R-HSA-1013012;R-HSA-9609737;R-HSA-112282;R-HSA-9609740;R-HSA-9609741;R-HSA-9610802;R-HSA-432164;R-HSA-432162;R-HSA-9619127;R-HSA-9612085;R-HSA-170666;R-HSA-9619515;R-HSA-432172;R-HSA-9618750;R-HSA-170671;R-HSA-111919;R-HSA-170674;R-HSA-445367;R-HSA-9029434;R-HSA-9620004;R-HSA-9610408;R-HSA-9617326;R-HSA-170686;R-HSA-9617583;R-HSA-975311;R-HSA-9610195;R-HSA-9648983;R-HSA-9619542;R-HSA-9610327;R-HSA-416320;R-HSA-9673173;R-HSA-9649108;R-HSA-8856398;R-HSA-9619803;R-HSA-629595;R-HSA-629596;R-HSA-451283;R-HSA-629599;R-HSA-629588;R-HSA-416985;R-HSA-975340;R-HSA-442724;R-HSA-500708;R-HSA-442725;R-HSA-451311;R-HSA-500717;R-HSA-442732;R-HSA-9619449;R-HSA-9610750;R-HSA-9610879;R-HSA-442739;R-HSA-416639;R-HSA-9611368;R-HSA-9614185;R-HSA-622325;R-HSA-622326"
R-HSA-1483255,"PI Metabolism",17,112,0.007712436303539457,0.9999998878646135,0.9999998878646135,28,89,0.00662892894384031,9606,Homo sapiens,"ENSG00000107679;ENSG00000105647;ENSG00000168918;ENSG00000132958;ENSG00000141506;ENSG00000139505;ENSG00000171314;ENSG00000165782;ENSG00000185361;ENSG00000150867;ENSG00000185133;ENSG00000171608;ENSG00000143393;ENSG00000102886;ENSG00000276231;ENSG00000143761;ENSG00000143398","","R-HSA-1676185;R-HSA-1675994;R-HSA-1676177;R-HSA-1676048;R-HSA-6809325;R-HSA-6810410;R-HSA-6809320;R-HSA-1676109;R-HSA-1675776;R-HSA-1675780;R-HSA-6814778;R-HSA-1675974;R-HSA-1676152;R-HSA-8874470;R-HSA-8870499;R-HSA-1675773;R-HSA-6811522;R-HSA-1676145;R-HSA-1676082;R-HSA-1675883;R-HSA-1676203;R-HSA-1675949;R-HSA-1676204;R-HSA-6809309;R-HSA-8870332;R-HSA-1675810;R-HSA-6810392;R-HSA-1676134"
R-HSA-5617472,"Activation of anterior HOX genes in hindbrain development during early embryogenesis",18,116,0.007987880457237296,0.9999998945263292,0.9999998945263292,33,43,0.0032027409503947563,9606,Homo sapiens,"ENSG00000102054;ENSG00000246705;ENSG00000131759;ENSG00000274290;ENSG00000177606;ENSG00000132475;ENSG00000186350;ENSG00000163882;ENSG00000100811;ENSG00000102978;ENSG00000280789;ENSG00000163041;ENSG00000173917;ENSG00000277224;ENSG00000184678;ENSG00000162521;ENSG00000105991;ENSG00000100142","","R-HSA-5617877;R-HSA-5617492;R-HSA-5617431;R-HSA-5621010;R-HSA-5617874;R-HSA-6810159;R-HSA-6810158;R-HSA-5617887;R-HSA-5617862;R-HSA-6810161;R-HSA-5617859;R-HSA-5617485;R-HSA-5617484;R-HSA-5617676;R-HSA-5693644;R-HSA-5617486;R-HSA-5617672;R-HSA-5617483;R-HSA-5617867;R-HSA-5621002;R-HSA-5617866;R-HSA-5617462;R-HSA-5617650;R-HSA-5617458;R-HSA-5617661;R-HSA-5617471;R-HSA-5617445;R-HSA-5617452;R-HSA-5617454;R-HSA-6810139;R-HSA-5617641;R-HSA-5617896;R-HSA-5617642"
R-HSA-5619507,"Activation of HOX genes during differentiation",18,116,0.007987880457237296,0.9999998945263292,0.9999998945263292,33,43,0.0032027409503947563,9606,Homo sapiens,"ENSG00000102054;ENSG00000246705;ENSG00000131759;ENSG00000274290;ENSG00000177606;ENSG00000132475;ENSG00000186350;ENSG00000163882;ENSG00000100811;ENSG00000102978;ENSG00000280789;ENSG00000163041;ENSG00000173917;ENSG00000277224;ENSG00000184678;ENSG00000162521;ENSG00000105991;ENSG00000100142","","R-HSA-5617877;R-HSA-5617492;R-HSA-5617431;R-HSA-5621010;R-HSA-5617874;R-HSA-6810159;R-HSA-6810158;R-HSA-5617887;R-HSA-5617862;R-HSA-6810161;R-HSA-5617859;R-HSA-5617485;R-HSA-5617484;R-HSA-5617676;R-HSA-5693644;R-HSA-5617486;R-HSA-5617672;R-HSA-5617483;R-HSA-5617867;R-HSA-5621002;R-HSA-5617866;R-HSA-5617462;R-HSA-5617650;R-HSA-5617458;R-HSA-5617661;R-HSA-5617471;R-HSA-5617445;R-HSA-5617452;R-HSA-5617454;R-HSA-6810139;R-HSA-5617641;R-HSA-5617896;R-HSA-5617642"
R-HSA-1660661,"Sphingolipid de novo biosynthesis",9,80,0.005508883073956756,0.9999998949269986,0.9999998949269986,8,32,0.0023834351258751676,9606,Homo sapiens,"ENSG00000090054;ENSG00000090661;ENSG00000168350;ENSG00000141934;ENSG00000126821;ENSG00000110048;ENSG00000172057;ENSG00000223802;ENSG00000183018","","R-HSA-9695890;R-HSA-428260;R-HSA-429683;R-HSA-428127;R-HSA-428701;R-HSA-428696;R-HSA-428664;R-HSA-428185"
R-HSA-74752,"Signaling by Insulin receptor",13,97,0.006679520727172566,0.9999999063836372,0.9999999063836372,13,34,0.0025323998212423656,9606,Homo sapiens,"ENSG00000213760;ENSG00000160867;ENSG00000068078;ENSG00000160691;ENSG00000105647;ENSG00000070193;ENSG00000033627;ENSG00000105929;ENSG00000128524;ENSG00000102882;ENSG00000156427;ENSG00000033327","","R-HSA-109699;R-HSA-74723;R-HSA-5686074;R-HSA-109807;R-HSA-74737;R-HSA-5252133;R-HSA-74740;R-HSA-74743;R-HSA-74742;R-HSA-74746;R-HSA-74748;R-HSA-109823;R-HSA-109822"
R-HSA-2559583,"Cellular Senescence",42,200,0.013772207684891888,0.999999907567111,0.999999907567111,65,90,0.006703411291523909,9606,Homo sapiens,"ENSG00000151650;ENSG00000246705;ENSG00000137309;ENSG00000076984;ENSG00000114126;ENSG00000177606;ENSG00000132475;ENSG00000173889;ENSG00000117676;ENSG00000111276;ENSG00000133101;ENSG00000204371;ENSG00000185591;ENSG00000141570;ENSG00000034152;ENSG00000166295;ENSG00000163041;ENSG00000149311;ENSG00000128513;ENSG00000102882;ENSG00000124575;ENSG00000102054;ENSG00000094880;ENSG00000105325;ENSG00000105722;ENSG00000189060;ENSG00000274290;ENSG00000173039;ENSG00000134686;ENSG00000204227;ENSG00000141582;ENSG00000102977;ENSG00000221983;ENSG00000143947;ENSG00000141503;ENSG00000166848;ENSG00000162889;ENSG00000277224;ENSG00000184678;ENSG00000162521;ENSG00000124762","","R-HSA-3790137;R-HSA-3228469;R-HSA-3857328;R-HSA-3790130;R-HSA-3857329;R-HSA-3240765;R-HSA-3788725;R-HSA-3788724;R-HSA-3240766;R-HSA-3229089;R-HSA-3223200;R-HSA-450325;R-HSA-3788705;R-HSA-450333;R-HSA-187934;R-HSA-3788708;R-HSA-3229102;R-HSA-3857305;R-HSA-3222546;R-HSA-3209109;R-HSA-3857308;R-HSA-450222;R-HSA-5682044;R-HSA-3786258;R-HSA-5693540;R-HSA-3222533;R-HSA-5682018;R-HSA-3209096;R-HSA-3225867;R-HSA-69562;R-HSA-5682026;R-HSA-3225851;R-HSA-168136;R-HSA-3240957;R-HSA-3785711;R-HSA-3240295;R-HSA-198746;R-HSA-168162;R-HSA-4568740;R-HSA-3240787;R-HSA-4568737;R-HSA-3238999;R-HSA-6804879;R-HSA-3209177;R-HSA-3209179;R-HSA-3797202;R-HSA-4647594;R-HSA-3132737;R-HSA-6792712;R-HSA-4647593;R-HSA-3788745;R-HSA-3222593;R-HSA-450292;R-HSA-3788748;R-HSA-3797196;R-HSA-3223236;R-HSA-3209159;R-HSA-3209160;R-HSA-3240777;R-HSA-5693612;R-HSA-4647613;R-HSA-3240783;R-HSA-450296;R-HSA-3240782;R-HSA-5693609"
